"序号","代码","名称","最新价","涨跌额","涨跌幅","5分钟涨跌幅","60日涨跌幅","年初至今涨跌幅","买入价","卖出价","买量","卖量","成交量","成交额","股息率TTM","今开","昨收","最高","最低","换手率%","涨跌速率%","振幅%","市盈率TTM","市盈率(静)","市净率","量比","委比","盘前最新价","盘后最新价","盘前涨跌幅","盘后涨跌幅","盘前成交额","盘后成交额","盘前振幅%","盘后振幅%","盘前涨跌额","盘后涨跌额","总市值","流通市值","总股本","流通股本","5日涨跌幅","10日涨跌幅","20日涨跌幅","120日涨跌幅","250日涨跌幅","所属行业"
"7219","PLCE","Children's Place, Inc. (The)","76.260","-0.610","-0.79%","-0.20%","136.32%","52.22%","0.000","0.000","0","0","31.45万","2421.75万","0.730%","77.540","76.870","78.710","75.540","2.26","-0.04","4.12","亏损","16.294","14.377","0.76","0.00%","76.870","76.260","0.00%","0.00%","532","30.32万","3.72","0.00","0.000","0.000","11.12亿","10.63亿","1458.71万","1393.83万","4.07%","7.36%","41.04%","250.94%","10.06%","服装零售"
"7220","SCE-G","SCE Trust II Trust Preferred Securities","25.000","-0.200","-0.79%","0.00%","2.80%","-1.15%","0.000","0.000","0","0","1.19万","29.88万","0.000%","25.085","25.200","25.200","24.990","0.00","-0.04","0.83","-","-","-","2.57","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","0","0","0","0","-0.28%","0.63%","-1.22%","2.63%","-0.04%","-"
"7221","KNTE","Kinnate BioPharma Inc.","37.410","-0.300","-0.80%","0.56%","0.00%","-5.96%","0.000","0.000","0","0","6.58万","246.06万","0.000%","37.455","37.710","38.125","36.825","0.55","0.13","3.45","亏损","亏损","10.627","0.54","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","16.21亿","4.49亿","4332.72万","1200万","5.29%","10.68%","-5.77%","0.00%","0.00%","生物技术"
"7222","ESBK","埃尔迈拉储蓄银行","12.450","-0.100","-0.80%","0.00%","17.85%","8.26%","0.000","0.000","0","0","1070","1.34万","7.390%","12.490","12.550","12.500","12.450","0.04","-0.40","0.40","12.450","12.450","0.745","0.50","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","4362.13万","3430.10万","350.37万","275.51万","1.87%","2.22%","4.62%","20.67%","-19.48%","银行-区域"
"7223","VRSK","Verisk Analytics","189.300","-1.520","-0.80%","0.11%","-6.94%","-8.81%","0.000","0.000","0","0","56.52万","1.07亿","0.560%","191.620","190.820","192.000","188.860","0.35","-0.02","1.65","46.972","70.111","12.711","1.00","0.00%","190.820","189.300","0.00%","0.00%","3.49万","245.91万","0.00","0.01","0.000","0.000","307.78亿","303.99亿","1.63亿","1.61亿","0.48%","1.54%","-3.85%","2.15%","11.16%","咨询服务"
"7224","FISK","Empire State Realty OP, L.P. Series 250 Operating Partnership Units Representing Limited Partnership Interests","9.970","-0.080","-0.80%","0.00%","30.67%","8.49%","0.000","0.000","0","0","1.23万","12.40万","2.110%","10.040","10.050","10.040","9.970","0.04","0.00","0.70","亏损","36.925","1.646","47.78","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","13.36亿","3.46亿","1.34亿","3469.8万","0.50%","0.40%","10.53%","63.18%","-24.70%","-"
"7225","GYC","CABCO Series 2004-102 Trust","25.050","-0.202","-0.80%","0.00%","3.07%","0.52%","0.000","0.000","0","0","400","1.00万","0.000%","25.050","25.252","25.050","25.050","0.00","0.00","0.00","-","-","-","2.85","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","0","0","0","0","-1.22%","-0.39%","0.54%","4.84%","11.41%","-"
"7226","FCX","麦克莫兰銅金","30.990","-0.250","-0.80%","-0.29%","53.87%","19.10%","0.000","0.000","0","0","1555.55万","4.85亿","0.160%","31.160","31.240","31.667","30.550","1.08","-0.13","3.58","75.585","75.585","4.425","0.61","0.00%","31.050","31.200","-0.61%","0.68%","92.31万","1524.54万","1.47","1.19","-0.190","+0.210","450.24亿","448.00亿","14.53亿","14.46亿","3.99%","11.51%","1.41%","110.82%","153.19%","铜"
"7227","BHFAP","BRIGHTHOUSE FINL INC 6.6% DEP SHS REP1/1000TH NON CUM PF SR A","27.260","-0.220","-0.80%","0.00%","1.98%","-1.94%","0.000","0.000","0","0","1.70万","46.47万","0.000%","27.475","27.480","27.530","27.110","0.00","0.00","1.53","-","-","-","1.53","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","0","0","0","0","-1.59%","-0.33%","1.15%","3.50%","2.03%","-"
"7228","MTB","美国制商银行","142.210","-1.150","-0.80%","0.26%","20.77%","11.71%","0.000","0.000","0","0","66.64万","9457.12万","3.090%","142.910","143.360","143.660","140.350","0.52","0.01","2.31","14.306","14.306","1.221","1.11","0.00%","143.360","142.210","0.00%","0.00%","4587","1118.25万","0.00","0.12","0.000","0.000","182.50亿","181.35亿","1.28亿","1.28亿","0.86%","3.54%","-3.07%","42.64%","-13.05%","银行-区域"
"7229","CWEN","Clearway Energy, Inc. Class C","32.120","-0.260","-0.80%","0.31%","8.78%","0.60%","0.000","0.000","0","0","37.94万","1210.86万","2.900%","32.460","32.380","32.550","31.570","0.36","-0.12","3.03","86.810","亏损","3.441","0.64","0.00%","32.380","32.120","0.00%","0.00%","129","25.08万","0.00","0.00","0.000","0.000","64.77亿","33.82亿","2.02亿","1.05亿","0.69%","1.61%","-7.67%","27.71%","52.39%","公用事业-可再生"
"7230","IDA","IDACORP","86.420","-0.700","-0.80%","0.20%","-7.05%","-9.27%","0.000","0.000","0","0","35.35万","3052.10万","3.100%","87.060","87.120","87.260","85.780","0.71","0.06","1.70","17.709","18.746","1.699","1.07","0.00%","87.120","86.420","0.00%","0.00%","958","125.26万","0.00","0.07","0.000","0.000","43.61亿","43.36亿","5046.19万","5016.8万","-1.54%","-2.45%","-4.74%","-1.11%","-20.35%","公用事业—受监管的电力"
"7231","TANNI","TravelCenters of America LLC - 8.25% Senior Notes due 2028","25.890","-0.210","-0.80%","-0.35%","2.35%","-2.96%","0.000","0.000","0","0","5074","13.19万","0.000%","25.960","26.100","26.189","25.890","0.01","0.00","1.15","-","-","-","2.15","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","10.24亿","10.24亿","3955.6万","3955.6万","-1.52%","-0.38%","-0.96%","5.74%","9.63%","-"
"7232","BEP-A","BROOKFIELD RENEWABLE PARTNERS L P 5.25% PREF LTD PARTNRSHIP UNT SR 17 CL A","26.550","-0.215","-0.80%","0.00%","-1.59%","-2.68%","0.000","0.000","0","0","2594","6.91万","0.000%","26.720","26.765","26.720","26.540","0.00","0.04","0.67","-","-","-","0.26","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","0","0","0","0","-1.08%","0.64%","-1.15%","2.59%","0.00%","-"
"7233","GHL","格林希尔事务所","14.790","-0.120","-0.80%","-0.40%","27.12%","21.83%","0.000","0.000","0","0","34.77万","513.50万","1.350%","14.940","14.910","15.000","14.500","2.47","-0.41","3.35","10.875","10.875","20.919","0.65","0.00%","14.910","14.790","0.00%","0.00%","3339","2.62万","0.00","0.00","0.000","0.000","2.81亿","2.08亿","1897.22万","1409.37万","5.34%","24.29%","8.67%","30.71%","-16.53%","资本市场"
"7234","AZZ","宜易贸易","49.230","-0.400","-0.81%","0.18%","27.49%","4.14%","0.000","0.000","0","0","12.24万","601.57万","1.380%","49.840","49.630","50.230","48.245","0.49","-0.06","4.00","98.460","26.755","2.000","1.23","0.00%","49.630","49.230","0.00%","-0.08%","248","7.24万","0.00","0.00","0.000","-0.040","12.49亿","12.25亿","2536.41万","2489.2万","-1.95%","2.18%","0.45%","45.75%","15.21%","电气设备及零件"
"7235","IPI","Intrepid Potash","29.460","-0.240","-0.81%","0.51%","211.42%","21.99%","0.000","0.000","0","0","9.91万","288.90万","0.000%","30.090","29.700","30.410","28.110","1.27","-0.61","7.74","亏损","29.460","0.952","0.33","0.00%","0.000","29.460","0.00%","0.00%","0","3.15万","0.00","0.00","0.000","0.000","3.92亿","2.30亿","1329.42万","782.26万","3.08%","24.20%","9.93%","153.97%","37.66%","农业投入"
"7236","SJM","斯马克","113.970","-0.930","-0.81%","0.05%","-3.55%","-0.64%","0.000","0.000","0","0","83.15万","9464.80万","3.110%","114.510","114.900","115.120","112.940","0.76","0.06","1.90","14.743","16.662","1.493","1.03","0.00%","115.800","114.530","0.78%","0.49%","1035","246.02万","0.78","0.49","+0.900","+0.560","127.18亿","124.92亿","1.12亿","1.1亿","0.68%","-2.86%","2.97%","3.43%","6.84%","包装食品"
"7237","TDG","TransDigm Group","575.020","-4.700","-0.81%","0.05%","1.45%","-7.08%","0.000","0.000","0","0","29.00万","1.67亿","0.000%","578.060","579.720","586.320","572.910","0.54","-0.02","2.31","88.874","64.176","-","0.89","0.00%","579.720","575.020","0.00%","0.00%","4637","931.36万","0.00","0.11","0.000","0.000","314.47亿","308.47亿","5468.89万","5364.47万","-5.73%","3.47%","-5.89%","19.09%","-11.09%","航天军工"
"7238","DRV","三倍做空房地产ETF-Direxion","8.570","-0.070","-0.81%","-0.75%","-20.65%","-16.72%","0.000","0.000","0","0","10.71万","92.18万","0.000%","8.640","8.640","8.725","8.435","4.12","-0.45","3.36","-","-","-","0.86","0.00%","0.000","8.590","0.00%","0.23%","0","2641","0.00","1.63","0.000","+0.020","2228.20万","2228.20万","260万","260万","-6.34%","-11.92%","-20.96%","-39.69%","-59.39%","-"
"7239","WBT","Welbilt, Inc.","14.680","-0.120","-0.81%","0.86%","75.60%","11.21%","0.000","0.000","0","0","73.09万","1066.84万","0.000%","14.840","14.800","14.930","14.330","0.52","0.15","4.05","亏损","37.641","8.918","0.55","0.00%","14.800","14.680","0.00%","0.00%","88","27.53万","0.00","0.00","0.000","0.000","20.77亿","20.70亿","1.42亿","1.41亿","-0.81%","6.38%","5.76%","99.46%","4.41%","特种工业机械"
"7240","DLR-L","DIGITAL REALTY TRUST INC 5.2% CUMULATIVE REDEEMABLE PREF STK SR L","26.920","-0.220","-0.81%","0.00%","0.56%","-1.39%","0.000","0.000","0","0","1.53万","41.33万","0.000%","27.210","27.140","27.210","26.920","0.00","0.00","1.07","-","-","-","0.65","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","0","0","0","0","-0.11%","0.98%","1.09%","-1.61%","2.51%","-"
"7241","LANDM","GLADSTONE LAND CORP 5.000% CUM TERM PFD SER D USD25.00","25.700","-0.210","-0.81%","0.00%","0.00%","-0.39%","0.000","0.000","0","0","3.70万","95.08万","0.000%","25.977","25.910","25.977","25.629","0.00","-0.00","1.34","-","-","-","6.83","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","0","0","0","0","-0.39%","0.27%","0.00%","0.00%","0.00%","-"
"7242","COP","康菲石油","46.440","-0.380","-0.81%","0.54%","32.55%","17.20%","0.000","0.000","0","0","893.93万","4.11亿","3.640%","46.500","46.820","46.520","45.210","0.66","0.18","2.80","亏损","亏损","2.107","0.84","0.00%","46.470","46.290","-0.75%","-0.32%","37.26万","380.92万","1.77","0.95","-0.350","-0.150","629.09亿","628.33亿","13.55亿","13.53亿","6.49%","14.01%","-0.35%","22.37%","-17.42%","油气E&P"
"7243","F-B","FORD MOTOR CO 6.20% NOTES DUE 01/06/2059 USD25","25.960","-0.213","-0.81%","0.00%","0.33%","-4.38%","0.000","0.000","0","0","9.21万","240.02万","0.000%","26.230","26.173","26.230","25.900","0.00","0.00","1.26","-","-","-","2.14","0.00%","26.560","0.000","1.48%","0.00%","53","0","0.46","0.00","+0.387","0.000","0","0","0","0","-1.82%","-1.10%","0.04%","4.76%","-2.30%","-"
"7244","MRVI","Maravai LifeSciences Holdings, Inc.","34.230","-0.280","-0.81%","0.50%","0.00%","22.03%","0.000","0.000","0","0","35.04万","1205.18万","0.000%","34.710","34.510","35.170","33.780","0.58","-0.23","4.03","150.792","亏损","-","0.52","0.00%","34.000","34.600","-1.48%","1.08%","4556","2.37万","0.00","1.08","-0.509","+0.370","88.26亿","20.54亿","2.58亿","6000万","3.45%","13.91%","26.31%","0.00%","0.00%","生物技术"
"7245","TOWN","TowneBank","26.840","-0.220","-0.81%","0.22%","30.53%","14.31%","0.000","0.000","0","0","12.89万","345.95万","2.680%","27.180","27.060","27.270","26.520","0.20","0.06","2.77","13.353","13.353","1.103","0.81","0.00%","27.370","26.840","1.15%","0.00%","601","11.79万","1.15","0.00","+0.310","0.000","19.50亿","17.54亿","7266.75万","6535.31万","5.13%","12.96%","6.17%","50.48%","1.42%","银行-区域"
"7246","ZROZ","太平洋投资管理公司25年+期零息","149.960","-1.230","-0.81%","-0.07%","-7.96%","-8.25%","0.000","0.000","0","0","1.38万","206.91万","0.000%","151.830","151.190","151.830","149.671","0.60","-0.07","1.43","-","-","-","0.45","0.00%","0.000","149.820","0.00%","-0.15%","0","149","0.00","0.00","0.000","-0.230","3.45亿","3.45亿","230万","230万","-0.36%","-3.65%","-3.56%","-13.57%","3.62%","-"
"7247","GLP","伙伴全球","19.480","-0.160","-0.81%","0.13%","25.85%","20.25%","0.000","0.000","0","0","9.42万","183.42万","9.740%","19.760","19.640","19.800","19.251","0.33","0.00","2.80","7.492","24.049","1.498","0.46","0.00%","0.000","19.520","0.00%","0.21%","0","4.43万","0.00","0.00","0.000","+0.040","6.62亿","5.64亿","3399.56万","2894.91万","-8.33%","-1.70%","15.72%","58.00%","15.59%","油气中流"
"7248","EDV","领航延展久期国债ETF","141.140","-1.160","-0.82%","-0.03%","-11.09%","-7.33%","0.000","0.000","0","0","15.78万","2229.27万","0.000%","142.060","142.300","142.213","140.900","1.79","-0.16","0.92","-","-","-","0.44","0.00%","142.170","141.140","-0.09%","-0.06%","1.90万","52.22万","0.56","0.00","-0.130","-0.090","12.42亿","12.42亿","880万","880万","-0.51%","-3.53%","-3.46%","-15.64%","0.62%","-"
"7249","CBAT","CBAK能源科技","7.300","-0.060","-0.82%","0.48%","18.70%","44.27%","0.000","0.000","0","0","678.56万","4991.30万","0.000%","7.470","7.360","7.570","7.040","22.37","0.14","7.20","亏损","亏损","32.589","0.50","0.00%","7.480","7.300","1.63%","0.00%","216.95万","322.38万","4.08","1.64","+0.120","0.000","5.55亿","2.21亿","7597.38万","3032.83万","-10.10%","-2.01%","6.73%","945.85%","1006.06%","电气设备及零件"
"7250","VTRS","VIATRIS INC","18.240","-0.150","-0.82%","0.03%","0.00%","-2.67%","0.000","0.000","0","0","549.81万","1.00亿","0.000%","18.220","18.390","18.440","18.070","0.46","0.00","2.01","35.076","608.000","0.975","0.75","0.00%","18.280","18.160","-0.60%","-0.44%","5.23万","259.53万","1.58","0.77","-0.110","-0.080","221.68亿","220.05亿","12.15亿","12.06亿","1.33%","6.11%","-0.87%","0.00%","0.00%","药品制造商-专业和通用"
"7251","CAL","Caleres","15.790","-0.130","-0.82%","0.77%","53.52%","0.89%","0.000","0.000","0","0","21.84万","346.00万","1.770%","15.860","15.920","16.330","15.600","0.60","-0.13","4.59","亏损","10.320","2.332","0.84","0.00%","15.920","15.790","0.00%","0.32%","79","12.05万","0.00","0.32","0.000","+0.050","5.99亿","5.70亿","3790.68万","3612.73万","0.83%","3.34%","-3.72%","142.36%","14.60%","鞋类及配件"
"7252","CMC","美国工商五金公司","21.860","-0.180","-0.82%","-0.05%","5.34%","7.03%","0.000","0.000","0","0","128.56万","2827.23万","2.200%","22.120","22.040","22.379","21.760","1.09","-0.32","2.81","10.167","9.422","1.356","0.72","0.00%","22.040","21.860","0.00%","0.00%","418","63.09万","0.00","0.00","0.000","0.000","26.25亿","25.81亿","1.2亿","1.18亿","4.69%","10.24%","-0.30%","3.47%","7.78%","钢铁"
"7253","APPN","Appian","217.410","-1.790","-0.82%","0.22%","119.41%","34.13%","0.000","0.000","0","0","59.20万","1.30亿","0.000%","222.790","219.200","225.490","212.640","2.23","-0.37","5.86","亏损","亏损","51.155","0.52","0.00%","220.000","217.000","0.36%","-0.19%","10.08万","52.85万","2.19","1.38","+0.800","-0.410","152.29亿","57.66亿","7004.89万","2652万","-2.41%","0.80%","36.26%","305.01%","263.44%","软件基础设施"
"7254","PAK","Global X MSCI Pakistan ETF","30.660","-0.253","-0.82%","0.00%","12.45%","6.29%","0.000","0.000","0","0","4110","12.64万","0.000%","30.980","30.913","30.980","30.650","0.27","0.00","1.07","-","-","-","1.69","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","4599.00万","4599.00万","150万","150万","-1.54%","1.34%","0.31%","17.67%","5.90%","-"
"7255","HBT","HBT Financial","15.770","-0.130","-0.82%","0.32%","17.70%","5.12%","0.000","0.000","0","0","3.10万","49.21万","3.800%","16.210","15.900","16.210","15.640","0.33","-0.19","3.59","11.768","11.768","1.189","0.65","0.00%","16.160","15.770","1.64%","0.00%","1616","756","0.00","0.00","+0.260","0.000","4.33亿","1.50亿","2745.73万","951.81万","3.21%","6.74%","2.74%","27.72%","-9.34%","银行-区域"
"7256","WFC-A","WELLS FARGO & COMPANY DEP SHS REP 1/1000TH INT PFD SR AA (CLA)","25.470","-0.210","-0.82%","0.00%","1.35%","-3.45%","0.000","0.000","0","0","10.41万","265.63万","0.000%","25.620","25.680","25.620","25.405","0.00","0.16","0.84","-","-","-","0.78","0.00%","0.000","25.470","0.00%","0.00%","0","4024","0.00","0.00","0.000","0.000","0","0","0","0","0.87%","0.35%","-0.20%","0.00%","0.00%","-"
"7257","CHFW.U","Consonance-HFW Acquisition Corp.","10.900","-0.090","-0.82%","0.00%","0.00%","4.11%","0.000","0.000","0","0","2.99万","32.81万","0.000%","11.045","10.990","11.100","10.900","0.00","0.00","1.82","-","-","-","2.95","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","0","0","0","0","0.83%","5.83%","-0.91%","0.00%","0.00%","-"
"7258","VHAQ.U","Viveon Health Acquisition","10.910","-0.090","-0.82%","0.00%","0.00%","6.23%","0.000","0.000","0","0","11.84万","129.67万","0.000%","11.000","11.000","11.040","10.900","0.00","-0.91","1.27","-","-","-","0.62","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","0","0","0","0","1.39%","5.72%","3.41%","0.00%","0.00%","-"
"7259","ENS","艾诺斯","93.210","-0.770","-0.82%","0.10%","17.30%","12.22%","0.000","0.000","0","0","30.00万","2756.85万","0.750%","91.230","93.980","93.730","90.040","0.71","-0.16","3.93","41.243","29.128","2.772","1.23","0.00%","87.240","93.210","-7.17%","0.00%","3714","46.32万","9.32","0.00","-6.740","0.000","39.69亿","39.18亿","4257.73万","4202.97万","5.63%","9.52%","3.36%","29.61%","23.95%","电气设备及零件"
"7260","BAR","GraniteShares Gold Shares","18.150","-0.150","-0.82%","0.11%","-3.25%","-3.92%","0.000","0.000","0","0","41.84万","760.45万","0.000%","18.300","18.300","18.325","18.105","0.68","0.00","1.20","-","-","-","1.00","0.00%","18.319","18.150","0.11%","0.00%","915","544","0.00","0.00","+0.019","0.000","11.13亿","11.13亿","6130万","6130万","1.85%","-0.82%","-1.20%","-6.49%","15.02%","-"
"7261","MS","摩根士丹利","73.720","-0.610","-0.82%","0.24%","30.89%","8.13%","0.000","0.000","0","0","697.29万","5.13亿","1.900%","74.330","74.330","74.770","72.780","0.49","-0.20","2.68","11.411","11.411","1.442","0.83","0.00%","74.400","73.450","0.09%","-0.37%","12.33万","723.81万","0.52","0.94","+0.070","-0.270","1334.33亿","1052.18亿","18.1亿","14.27亿","1.98%","6.35%","-1.93%","46.95%","35.80%","资本市场"
"7262","CDXC","ChromaDex Corporation","6.040","-0.050","-0.82%","-0.33%","17.74%","25.83%","0.000","0.000","0","0","25.03万","150.55万","0.000%","6.100","6.090","6.120","5.920","0.55","-0.17","3.28","亏损","亏损","19.235","0.38","0.00%","6.090","6.040","0.00%","0.00%","41","2.25万","2.96","0.00","0.000","0.000","3.74亿","2.76亿","6200万","4564.08万","21.53%","24.28%","31.59%","12.90%","47.32%","生物技术"
"7263","UPW","ProShares Ultra Utilities","57.420","-0.476","-0.82%","0.16%","-7.01%","0.87%","0.000","0.000","0","0","911","5.23万","0.000%","57.330","57.896","57.420","57.330","0.46","0.16","0.16","-","-","-","0.91","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","1148.40万","1148.40万","20万","20万","0.14%","2.12%","1.21%","14.97%","-28.76%","-"
"7264","SCDL","ETRACS 2X LEVERAGED US DIVIDEND FACTOR TR ETN","25.682","-0.213","-0.82%","0.00%","0.00%","1.09%","0.000","0.000","0","0","112","2896","0.000%","25.840","25.895","25.840","25.682","0.00","-0.61","0.61","-","-","-","1.06","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","0","0","0","0","0.00%","0.00%","0.00%","0.00%","0.00%","-"
"7265","SNV","西诺乌斯金融","40.930","-0.340","-0.82%","0.24%","39.62%","26.44%","0.000","0.000","0","0","95.36万","3892.06万","3.230%","41.230","41.270","41.810","40.140","0.66","0.02","4.05","17.795","17.795","1.310","1.10","0.00%","41.270","40.930","0.00%","0.00%","8254","734.47万","0.00","0.00","0.000","0.000","60.59亿","59.63亿","1.48亿","1.46亿","0.61%","8.37%","9.15%","102.62%","18.49%","银行-区域"
"7266","MCRI","Monarch Casino & Resort","56.500","-0.470","-0.82%","-0.49%","18.35%","-7.71%","0.000","0.000","0","0","8.87万","501.93万","0.000%","57.050","56.970","58.048","55.820","0.69","-0.71","3.91","73.376","33.235","2.918","1.51","0.00%","57.400","56.500","0.75%","0.00%","687","2.58万","0.75","0.00","+0.430","0.000","10.32亿","7.25亿","1826.34万","1282.5万","-0.82%","3.20%","-7.56%","28.73%","-0.35%","度假村和赌场"
"7267","SRE","桑普拉能源","125.800","-1.050","-0.83%","0.10%","-5.74%","-1.26%","0.000","0.000","0","0","116.33万","1.47亿","3.260%","126.010","126.850","126.680","125.435","0.40","0.03","0.98","9.691","17.256","1.807","1.17","0.00%","126.850","125.800","0.00%","0.00%","2156","223.24万","0.00","0.15","0.000","0.000","362.90亿","362.21亿","2.88亿","2.88亿","-0.21%","0.89%","3.84%","1.41%","-18.95%","公用事业-多样化"
"7268","SPHD","PowerShares标普500高股利低波动","39.510","-0.330","-0.83%","0.03%","10.57%","5.54%","0.000","0.000","0","0","65.17万","2577.47万","0.000%","39.870","39.840","39.870","39.290","0.98","-0.06","1.46","-","-","-","1.01","0.00%","39.850","39.510","0.03%","0.00%","9727","7626","0.38","1.37","+0.010","0.000","26.39亿","26.39亿","6680万","6680万","1.44%","2.09%","2.20%","19.32%","-3.63%","-"
"7269","LEA","李尔","160.180","-1.340","-0.83%","0.26%","16.27%","0.72%","0.000","0.000","0","0","44.37万","7131.91万","0.640%","161.660","161.520","162.930","157.780","0.74","-0.02","3.19","61.137","61.137","2.083","0.71","0.00%","161.520","160.180","0.00%","0.00%","64.14万","202.39万","0.00","0.00","0.000","0.000","96.17亿","95.72亿","6003.88万","5975.48万","4.54%","4.37%","-1.57%","41.07%","31.59%","汽车零件"
"7270","XNCR","Xencor","52.540","-0.440","-0.83%","0.46%","29.03%","20.42%","0.000","0.000","0","0","24.60万","1299.51万","0.000%","53.640","52.980","53.980","51.450","0.47","0.36","4.78","亏损","114.217","5.302","1.11","0.00%","52.980","52.540","0.00%","0.00%","7417","31.39万","0.00","0.00","0.000","0.000","30.14亿","27.38亿","5737.49万","5212.16万","6.10%","12.77%","9.60%","50.07%","43.98%","生物技术"
"7271","SMN","两倍做空基础材料ETF-ProShares","9.561","-0.080","-0.83%","0.00%","-18.49%","-6.46%","0.000","0.000","0","0","3484","3.33万","0.000%","9.590","9.642","9.745","9.500","1.74","1.66","2.54","-","-","-","1.04","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","191.22万","191.23万","20万","20万","-3.52%","-4.50%","8.45%","-35.18%","-60.64%","-"
"7272","EGBN","伊格尔合众银行","46.470","-0.390","-0.83%","-0.15%","29.82%","13.07%","0.000","0.000","0","0","11.83万","549.70万","2.370%","47.190","46.860","47.930","45.590","0.39","-0.34","4.99","11.389","11.389","1.190","1.42","0.00%","46.860","46.470","0.00%","0.00%","234","6.22万","0.00","0.00","0.000","0.000","14.77亿","14.00亿","3177.97万","3013.47万","2.45%","9.21%","3.40%","58.63%","7.31%","银行-区域"
"7273","HCAQ","HealthCor Catalio Acquisition Corp.","10.710","-0.090","-0.83%","0.14%","0.00%","2.98%","0.000","0.000","0","0","20.05万","217.61万","0.000%","10.660","10.800","11.000","10.600","1.11","-1.29","3.70","-","-","-","0.66","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","2.47亿","1.93亿","2306万","1800万","3.18%","5.10%","0.00%","0.00%","0.00%","空壳公司"
"7274","LNT","美国联合能源","48.710","-0.410","-0.83%","0.04%","-12.61%","-4.69%","0.000","0.000","0","0","91.28万","4451.06万","3.070%","49.130","49.120","49.400","48.500","0.37","-0.03","1.83","18.175","20.905","2.130","1.08","0.00%","49.120","48.360","0.00%","-0.72%","687","279.41万","0.00","1.38","0.000","-0.350","121.66亿","121.42亿","2.5亿","2.49亿","-1.51%","-0.51%","0.76%","-7.77%","-16.00%","公用事业—受监管的电力"
"7275","MSI","摩托罗拉解决方案","181.790","-1.530","-0.83%","0.21%","7.07%","6.90%","0.000","0.000","0","0","69.00万","1.26亿","1.450%","183.970","183.320","183.970","181.030","0.41","0.04","1.60","33.355","33.355","-","0.78","0.00%","183.320","181.790","0.00%","0.00%","3666","1038.04万","0.00","0.03","0.000","0.000","308.18亿","306.89亿","1.7亿","1.69亿","-0.23%","7.04%","4.42%","20.92%","0.28%","通信设备"
"7276","LOACR","Longevity Acquisition Corp.","1.200","-0.010","-0.83%","0.00%","39.53%","5.26%","0.000","0.000","0","0","5690","7003","0.000%","1.200","1.210","1.588","1.200","0.00","0.00","32.06","-","-","-","0.32","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","0","0","0","0","9.09%","13.21%","-6.25%","445.45%","471.43%","-"
"7277","GBDV","GLOBAL BETA SMART INCOME ETF","19.069","-0.161","-0.83%","0.00%","14.58%","8.96%","0.000","0.000","0","0","633","1.21万","0.000%","19.230","19.230","19.530","18.900","0.63","0.79","3.28","-","-","-","1.35","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","190.69万","190.69万","10万","10万","2.49%","4.08%","3.22%","27.68%","2.30%","-"
"7278","AVAN","AVANTI ACQUISITION CORP","10.700","-0.090","-0.83%","-0.47%","0.00%","4.09%","0.000","0.000","0","0","40.59万","433.44万","0.000%","10.790","10.790","10.820","10.550","3.93","-0.09","2.50","-","-","-","0.51","0.00%","10.690","10.630","-0.93%","-0.65%","9.24万","2.39万","2.04","1.03","-0.100","-0.070","8.27亿","1.11亿","7725万","1033万","-1.56%","4.29%","1.90%","0.00%","0.00%","空壳公司"
"7279","OUNZ","VanEck Merk黄金股票基金","17.800","-0.150","-0.84%","0.17%","-3.26%","-3.89%","0.000","0.000","0","0","16.05万","286.03万","0.000%","17.960","17.950","17.960","17.745","0.66","0.06","1.20","-","-","-","0.57","0.00%","17.990","17.800","0.22%","0.00%","7.36万","17","0.28","0.00","+0.040","0.000","4.34亿","4.34亿","2440万","2440万","1.89%","-0.78%","-1.22%","-6.61%","15.14%","-"
